drug_name,ind_name,rating
Pamidronate,Osteolytic Lesions of Multiple Myeloma,1
Pamidronate,Osteitis Deformans,1
Clemastine,Nasal congestion (finding),1
Clemastine,Symptomatic dermographism,1
Clemastine,Sneezing,1
Clemastine,Urticaria,1
Clemastine,Allergic rhinitis (disorder),1
Clemastine,Pruritus,1
Clemastine,Allergic Conjunctivitis,1
Clemastine,Rhinorrhea,1
Clemastine,"Rhinitis, Vasomotor",1
Acarbose,"Diabetes Mellitus, Non-Insulin-Dependent",1
Venlafaxine,"Phobia, Social",1
Venlafaxine,Major Depressive Disorder,1
Venlafaxine,Generalized Anxiety Disorder,1
Venlafaxine,Panic Disorder,1
Conjugated Estrogens,Hot flushes,1
Conjugated Estrogens,Dyspareunia,1
Travoprost,Ocular Hypertension,1
Travoprost,"Glaucoma, Open-Angle",1
Amcinonide,Granuloma Annulare,1
Amcinonide,Contact Dermatitis,1
Amcinonide,Pruritus Ani,1
Amcinonide,"Lymphoma, T-Cell, Cutaneous",1
Amcinonide,Scalp psoriasis,1
Amcinonide,Lichen Simplex Chronicus,1
Amcinonide,Chronic small plaque psoriasis,1
Amcinonide,Pruritus of genital organs,1
Amcinonide,"Dermatitis, Atopic",1
Amcinonide,Exanthema,1
Amcinonide,"Lupus Erythematosus, Discoid",1
Amcinonide,Seborrheic dermatitis,1
Atomoxetine,Attention deficit hyperactivity disorder,1
Bleomycin,Squamous cell carcinoma,1
Bleomycin,"Lymphoma, Non-Hodgkin",1
Bleomycin,Malignant tumor of cervix,1
Bleomycin,Diffuse Large B-Cell Lymphoma,1
Bleomycin,"Lymphoma, Follicular",1
Bleomycin,"Pleural Effusion, Malignant",1
Bleomycin,Cancer of Head and Neck,1
Bleomycin,Testicular Germ Cell Tumor,1
Bleomycin,Malignant neoplasm of penis,1
Bleomycin,FIGO stage finding for vulvar carcinoma,1
Bleomycin,Hodgkin Disease,1
Chlorambucil,"Lymphoma, Follicular",1
Chlorambucil,Hodgkin Disease,1
Chlorambucil,Chronic Lymphocytic Leukemia,1
Morphine,Chronic pain,1
Morphine,Acute postoperative pain,1
Morphine,Pain,1
Morphine,Severe pain,1
Morphine,Diarrhea,1
Bupivacaine,Skin irritation,1
Bupivacaine,Pruritus,1
Penciclovir,Herpes zoster disease,1
Penciclovir,Recurrent genital herpes simplex,1
Penciclovir,Recurrent herpes simplex labialis,1
Penciclovir,Herpes Labialis,1
Tenofovir,"Hepatitis B, Chronic",1
Tenofovir,HIV Infections,1
Tranexamic Acid,Female hypogonadism syndrome,1
Tranexamic Acid,Menorrhagia,1
Tranexamic Acid,Endometriosis,1
Ertapenem,Miscarriage with sepsis,1
Ertapenem,Acute bacterial peritonitis,1
Ertapenem,Diabetic foot infection,1
Ertapenem,Haemophilus influenzae pneumonia,1
Ertapenem,Peptostreptococcus infection,1
Ertapenem,Abdominal Abscess,1
Ertapenem,PYELONEPHRITIS E COLI,1
Ertapenem,Streptococcal pneumonia,1
Ertapenem,Intraabdominal Infections,1
Ertapenem,Female genital tract infection,1
Ertapenem,Moraxella catarrhalis pneumonia,1
Ertapenem,"Pneumonia, Bacterial",1
Mitomycin,Adenocarcinoma of pancreas,1
Mitomycin,Malignant neoplasm of stomach stage IV,1
Talbutal,Sleeplessness,1
Bexarotene,"Lymphoma, T-Cell, Cutaneous",1
Vindesine,Malignant neoplasm of lung,1
Vindesine,"Myeloid Leukemia, Chronic",1
Vindesine,melanoma,1
Vindesine,Acute lymphocytic leukemia,1
Chlorthalidone,Edema,1
Chlorthalidone,Hypertensive disease,1
Pentobarbital,Epilepsy,1
Pentobarbital,Status Epilepticus,1
Pentobarbital,Cerebral Ischemia,1
Pentobarbital,Sleeplessness,1
Pentobarbital,Severe anxiety (panic),1
Valproic Acid,"Bipolar affective disorder, current episode manic",1
Valproic Acid,Epilepsy characterized by intractable complex partial seizures,1
Valproic Acid,Epilepsy,1
Valproic Acid,Absence Epilepsy,1
Capreomycin,Acute tuberculosis,1
Capreomycin,"Tuberculosis, Pulmonary",1
Zolmitriptan,Migraine Disorders,1
Acetaminophen,Pain,1
Acetaminophen,Tension Headache,1
Acetaminophen,Back Pain,1
Acetaminophen,Migraine Disorders,1
Acetaminophen,Headache Disorders,1
Acetaminophen,Arthritic pains,1
Acetaminophen,Arthralgia,1
Acetaminophen,Fever,1
Acetaminophen,Allergic rhinitis (disorder),1
Acetaminophen,Sinus headache,1
Acetaminophen,Influenza-like symptoms,1
Acetaminophen,Toothache,1
Acetaminophen,Common Cold,1
Gefitinib,Non-Small Cell Lung Carcinoma,1
Gefitinib,Epidermal growth factor receptor positive non-small cell lung cancer,1
Codeine,Sneezing,1
Codeine,Coughing,1
Codeine,Common Cold,1
Codeine,Fever,1
Codeine,Nasal congestion (finding),1
Codeine,Sore Throat,1
Codeine,Rhinitis,1
Codeine,Headache Disorders,1
Codeine,Rhinorrhea,1
Codeine,Pain,1
Codeine,Influenza-like symptoms,1
Codeine,Tension Headache,1
Codeine,Allergic rhinitis (disorder),1
Piperacillin,Enterobacter pneumonia,1
Piperacillin,Infection due to Pseudomonas aeruginosa,1
Piperacillin,Proteus septicemia,1
Piperacillin,Acute gonococcal endometritis,1
Piperacillin,Staphylococcus aureus infection,1
Piperacillin,Bacterial sepsis,1
Piperacillin,Proteus urinary tract infection,1
Piperacillin,Acute gonococcal cervicitis,1
Piperacillin,Abdominal Abscess,1
Piperacillin,URINARY TRACT INFECTION ENTEROCOCCUS,1
Piperacillin,Escherichia coli septicemia,1
Piperacillin,Nosocomial pneumonia,1
Piperacillin,Lower respiratory tract infection,1
Piperacillin,Pneumonia due to Escherichia coli,1
Piperacillin,Infection of bone,1
Piperacillin,Arthropathy associated with infection,1
Piperacillin,Escherichia coli Infections,1
Piperacillin,Streptococcal sepsis,1
Piperacillin,Pelvic Inflammatory Disease,1
Piperacillin,Septicemia due to enterococcus,1
Piperacillin,Appendicitis,1
Piperacillin,Infection of skin AND/OR subcutaneous tissue,1
Piperacillin,Enterobacteriaceae Infections,1
Piperacillin,Sepsis due to Pseudomonas,1
Piperacillin,Postoperative infection,1
Piperacillin,Acute gonococcal urethritis,1
Piperacillin,Peritonitis,1
Piperacillin,Intraabdominal Infections,1
Piperacillin,Sepsis due to Gram negative bacteria,1
Piperacillin,Pneumonia due to Pseudomonas,1
Piperacillin,Rhinoscleroma,1
Piperacillin,Diabetic foot infection,1
Piperacillin,Bacterial infection due to Klebsiella pneumoniae,1
Piperacillin,Gonorrhea,1
Piperacillin,Serratia Infections,1
Piperacillin,Septicemia due to Bacteroides,1
Piperacillin,Serratia sepsis,1
Piperacillin,Urinary tract infection,1
Piperacillin,Escherichia coli urinary tract infection,1
Piperacillin,Haemophilus influenzae pneumonia,1
Piperacillin,"Pneumonia, Bacterial",1
Piperacillin,Klebsiella cystitis,1
Piperacillin,Female genital tract infection,1
Dihydroergotamine,Cluster Headache,1
Dihydroergotamine,Vascular Headaches,1
Dihydroergotamine,Migraine Disorders,1
Amitriptyline,Mixed anxiety and depressive disorder,1
Amitriptyline,Depressive disorder,1
Floxuridine,Malignant neoplasm of liver,1
Floxuridine,Primary malignant neoplasm of gastrointestinal tract,1
Tolcapone,Parkinson Disease,1
Fluorometholone,Uveitis,1
Fluorometholone,Herpes zoster keratitis,1
Fluorometholone,Cyclitis,1
Fluorometholone,Iridocyclitis,1
Fluorometholone,Punctate keratopathy,1
Fluorometholone,Corneal Ulcer,1
Fluorometholone,Corneal abrasion,1
Fluorometholone,Rosacea,1
Fluorometholone,Allergic Conjunctivitis,1
Fluorometholone,Iritis,1
Nitroprusside,Hypertensive urgency,1
Nitroprusside,Decompensated cardiac failure,1
Nitroprusside,Hypertensive disease,1
Nitroprusside,Malignant essential hypertension,1
Calcium Gluceptate,Hypermagnesemia,1
Calcium Gluceptate,Hyperkalemia,1
Calcium Gluceptate,Hypocalcemia,1
Calcium Gluceptate,Disorder of electrolytes,1
Calcium Gluceptate,Hypocalcemic tetany,1
Calcium Gluceptate,Cardiac Arrest,1
Hydromorphone,Common Cold,1
Hydromorphone,Coughing,1
Hydromorphone,Acute postoperative pain,1
Hydromorphone,Pain,1
Hydromorphone,Severe pain,1
Indomethacin,Tenosynovitis,1
Indomethacin,Bursitis,1
Indomethacin,shoulder bursitis,1
Indomethacin,Rheumatoid Arthritis,1
Indomethacin,Ankylosing spondylitis,1
Indomethacin,Patent ductus arteriosus,1
Indomethacin,Shoulder tendinitis,1
Indomethacin,Synovitis,1
Indomethacin,Degenerative polyarthritis,1
Indomethacin,Tendinitis,1
Indomethacin,Gout,1
Indomethacin,Rheumatism,1
Ethambutol,Acute tuberculosis,1
Ethambutol,"Tuberculosis, Pulmonary",1
Metformin,"Diabetes Mellitus, Non-Insulin-Dependent",1
Ipratropium bromide,Bronchial Spasm,1
Ipratropium bromide,Rhinorrhea,1
Ipratropium bromide,Allergic rhinitis (disorder),1
Ipratropium bromide,Chronic Obstructive Airway Disease,1
Ipratropium bromide,Pulmonary Emphysema,1
Ipratropium bromide,Bronchitis,1
Methadone,Opioid withdrawal,1
Methadone,Severe pain,1
Olanzapine,"Depression, Bipolar",1
Olanzapine,Bipolar disorder in remission,1
Olanzapine,Major Depressive Disorder,1
Olanzapine,Mixed bipolar I disorder,1
Olanzapine,"Bipolar affective disorder, current episode manic",1
Olanzapine,Schizophrenia,1
Atenolol,Myocardial Infarction,1
Atenolol,Angina Pectoris,1
Atenolol,Hypertensive disease,1
Nitrofural,Escherichia coli urinary tract infection,1
Nitrofural,Klebsiella cystitis,1
Nitrofural,URINARY TRACT INFECTION ENTEROCOCCUS,1
Omeprazole,Erosive esophagitis,1
Omeprazole,Zollinger-Ellison syndrome,1
Omeprazole,Peptic Esophagitis,1
Omeprazole,Gastroesophageal reflux disease,1
Omeprazole,Peptic Ulcer,1
Omeprazole,Gastric ulcer,1
Omeprazole,Duodenal Ulcer,1
Pyrazinamide,Acute tuberculosis,1
Pyrazinamide,"Tuberculosis, Pulmonary",1
Pyrazinamide,"Tuberculosis, Meningeal",1
Metixene,Parkinsonian Disorders,1
Cetirizine,Allergic Conjunctivitis,1
Cetirizine,Hay fever,1
Cetirizine,Rhinorrhea,1
Cetirizine,Common Cold,1
Cetirizine,Chronic idiopathic urticaria,1
Cetirizine,Allergic rhinitis (disorder),1
Cetirizine,Nasal congestion (finding),1
Cetirizine,"Rhinitis, Vasomotor",1
Cetirizine,Sneezing,1
Diltiazem,"Angina Pectoris, Variant",1
Diltiazem,Hypertensive disease,1
Diltiazem,Paroxysmal supraventricular tachycardia,1
Diltiazem,Angina Pectoris,1
Diltiazem,Atrial Fibrillation,1
Protriptyline,Depressive disorder,1
Alfuzosin,Prostatic Hypertrophy,1
Trimethadione,Epilepsy,1
Trimethadione,Absence Epilepsy,1
Nitisinone,"Tyrosinemia, Type I",1
Clobazam,Lennox-Gastaut syndrome,1
Minoxidil,Hypertensive disease,1
Minoxidil,Alopecia,1
Megestrol acetate,Nutritional deficiency associated with AIDS,1
Megestrol acetate,Endometrial Carcinoma,1
Megestrol acetate,Hormone receptor positive malignant neoplasm of breast,1
Tioguanine,"Leukemia, Myelocytic, Acute",1
Methylergometrine,Postpartum Hemorrhage,1
Buclizine,Motion Sickness,1
Aztreonam,Intraabdominal Infections,1
Aztreonam,Serratia Infections,1
Aztreonam,Enterobacter pneumonia,1
Aztreonam,URINARY TRACT INFECTION CITROBACTER,1
Aztreonam,Bacterial urinary infection,1
Aztreonam,Klebsiella cystitis,1
Aztreonam,Sepsis due to Pseudomonas,1
Aztreonam,Pelvic Inflammatory Disease,1
Aztreonam,Rhinoscleroma,1
Aztreonam,Infection due to Pseudomonas aeruginosa,1
Aztreonam,Haemophilus influenzae pneumonia,1
Aztreonam,Proteus urinary tract infection,1
Aztreonam,Enterobacteriaceae Infections,1
Aztreonam,Bacterial peritonitis,1
Aztreonam,Pneumonia due to Escherichia coli,1
Aztreonam,Escherichia coli Infections,1
Aztreonam,Peritonitis,1
Aztreonam,Endometritis,1
Aztreonam,Escherichia coli urinary tract infection,1
Aztreonam,Escherichia coli septicemia,1
Aztreonam,Female genital tract infection,1
Aztreonam,Infection of skin AND/OR subcutaneous tissue,1
Aztreonam,Serratia sepsis,1
Aztreonam,Pneumonia due to Pseudomonas,1
Aztreonam,Bacterial infection due to Klebsiella pneumoniae,1
Aztreonam,Proteus septicemia,1
Aztreonam,Lower respiratory tract infection,1
Aztreonam,Sepsis due to Gram negative bacteria,1
Aztreonam,Urinary tract infection,1
Aztreonam,Proteus pneumonia,1
Chlorzoxazone,Muscle Spasticity,1
Aminoglutethimide,Secondary malignant neoplasm of female breast,1
Mefloquine,"Malaria, Vivax",1
Sulfadiazine,Toxoplasmosis,1
Sulfadiazine,Chorioretinitis,1
Sulfadiazine,Ulcerative Colitis,1
Sulfadiazine,Toxoplasmosis associated with AIDS,1
Sulfadiazine,Skin Ulcer,1
Sulfadiazine,"Toxoplasmosis, Congenital",1
Sapropterin,Classical phenylketonuria,1
Vinorelbine,Non-Small Cell Lung Carcinoma,1
Anidulafungin,Candidiasis of the esophagus,1
Anidulafungin,candidal peritonitis,1
Anidulafungin,Candidemia,1
Clozapine,Treatment-resistant schizophrenia,1
Sucralfate,Duodenal Ulcer,1
Doxylamine,Pruritus,1
Doxylamine,Influenza-like symptoms,1
Doxylamine,Allergic Conjunctivitis,1
Doxylamine,"Rhinitis, Vasomotor",1
Doxylamine,Common Cold,1
Doxylamine,Hay fever,1
Doxylamine,Sneezing,1
Doxylamine,Nasal congestion (finding),1
Doxylamine,Urticaria,1
Doxylamine,Allergic rhinitis (disorder),1
Doxylamine,Rhinorrhea,1
Doxylamine,Symptomatic dermographism,1
Levonorgestrel,Menorrhagia,1
Levonorgestrel,Hot flushes,1
Norepinephrine,Asthma attack,1
Norepinephrine,Bronchitis,1
Norepinephrine,Asthma,1
Norepinephrine,Hypotension,1
Norepinephrine,Bronchiectasis,1
Norepinephrine,Pulmonary Emphysema,1
Norepinephrine,Parkinson Disease,1
Mirtazapine,Major Depressive Disorder,1
Meprobamate,Anxiety,1
Timolol,Ocular Hypertension,1
Timolol,"Glaucoma, Open-Angle",1
Timolol,Hypertensive disease,1
Treprostinil,Pulmonary arterial hypertension,1
Colestipol,Hypercholesterolemia,1
Colestipol,Hyperlipidemia,1
Trihexyphenidyl,Extrapyramidal Disorders,1
Trihexyphenidyl,Parkinsonian Disorders,1
Trihexyphenidyl,Parkinson Disease,1
Trihexyphenidyl,"Parkinson Disease, Postencephalitic",1
Palonosetron,Chemotherapy-induced nausea and vomiting,1
Mexiletine,Ventricular arrhythmia,1
Amlodipine,"Angina Pectoris, Variant",1
Amlodipine,Cerebrovascular accident,1
Amlodipine,Hypertensive disease,1
Amlodipine,Angina Pectoris,1
Oxyphencyclimine,Peptic Ulcer,1
Triamterene,Hypertensive disease,1
Triamterene,Edema,1
Valrubicin,Malignant neoplasm of urinary bladder,1
Procyclidine,Parkinson Disease,1
Procyclidine,Parkinsonian Disorders,1
Procyclidine,Extrapyramidal Disorders,1
Procyclidine,"Parkinson Disease, Postencephalitic",1
Phenylephrine,Coughing,1
Phenylephrine,Sneezing,1
Phenylephrine,Rhinorrhea,1
Phenylephrine,Fever,1
Phenylephrine,Redness of eye,1
Phenylephrine,Rectal pain,1
Phenylephrine,Allergic Conjunctivitis,1
Phenylephrine,Headache Disorders,1
Phenylephrine,Rhinitis,1
Phenylephrine,Sinus headache,1
Phenylephrine,Proctitis,1
Phenylephrine,Nasal congestion (finding),1
Phenylephrine,Allergic rhinitis (disorder),1
Phenylephrine,Hemorrhoids,1
Phenylephrine,Hay fever,1
Phenylephrine,"Rhinitis, Vasomotor",1
Phenylephrine,Influenza-like symptoms,1
Phenylephrine,Mydriasis,1
Phenylephrine,Common Cold,1
Phenylephrine,Pruritus Ani,1
Carbimazole,Hyperthyroidism,1
Carbimazole,Graves Disease,1
Digoxin,Atrial Fibrillation,1
Digoxin,Poisoning by digitalis glycoside,1
Digoxin,Chronic heart failure,1
Sulpiride,Schizophrenia,1
Nimodipine,Subarachnoid Hemorrhage,1
Beclomethasone dipropionate,Rhinitis,1
Beclomethasone dipropionate,Nasal Polyps,1
Beclomethasone dipropionate,Asthma,1
Beclomethasone dipropionate,Allergic rhinitis (disorder),1
Beclomethasone dipropionate,"Rhinitis, Vasomotor",1
Carisoprodol,Back Pain,1
Carisoprodol,Muscle Spasticity,1
Progesterone,Hot flushes,1
Progesterone,Endometrial Carcinoma,1
Progesterone,Secondary malignant neoplasm of kidney,1
Progesterone,Endometriosis,1
Progesterone,Metrorrhagia,1
Progesterone,Atrophic Vaginitis,1
Progesterone,Secondary physiologic amenorrhea,1
Phenylpropanolamine,Influenza-like symptoms,1
Phenylpropanolamine,Allergic rhinitis (disorder),1
Phenylpropanolamine,"Rhinitis, Vasomotor",1
Phenylpropanolamine,Nasal congestion (finding),1
Phenylpropanolamine,Coughing,1
Phenylpropanolamine,Hay fever,1
Phenylpropanolamine,Rhinorrhea,1
Phenylpropanolamine,Common Cold,1
Phenylpropanolamine,Sneezing,1
Phenylpropanolamine,Allergic Conjunctivitis,1
Phenylpropanolamine,Sinus headache,1
Phenylpropanolamine,Rhinitis,1
Sorafenib,Renal Cell Carcinoma,1
Sorafenib,Liver carcinoma,1
Sorafenib,Malignant epithelial neoplasm of thyroid,1
Zoledronic acid,Osteoporosis,1
Zoledronic acid,Humoral hypercalcemia of malignancy (disorder),1
Zoledronic acid,Osteitis Deformans,1
Zoledronic acid,Osteolytic Lesions of Multiple Myeloma,1
Zoledronic acid,"Osteoporosis, Postmenopausal",1
Griseofulvin,Tinea corporis (disorder),1
Griseofulvin,Tinea cruris,1
Griseofulvin,Tinea Capitis,1
Griseofulvin,Onychomycosis,1
Griseofulvin,Tinea barbae,1
Griseofulvin,Tinea Pedis,1
Nisoldipine,Hypertensive disease,1
Eszopiclone,Sleeplessness,1
Alprazolam,Anxiety,1
Alprazolam,Mixed anxiety and depressive disorder,1
Alprazolam,Generalized Anxiety Disorder,1
Alprazolam,Panic Disorder,1
Dexbrompheniramine,Symptomatic dermographism,1
Dexbrompheniramine,"Rhinitis, Vasomotor",1
Dexbrompheniramine,Influenza-like symptoms,1
Dexbrompheniramine,Hay fever,1
Dexbrompheniramine,Allergic Conjunctivitis,1
Dexbrompheniramine,Pruritus,1
Dexbrompheniramine,Urticaria,1
Dexbrompheniramine,Allergic rhinitis (disorder),1
Gentian Violet,"Candidiasis, Vulvovaginal",1
Loxapine,Schizophrenia,1
Loxapine,Bipolar Disorder,1
Mupirocin,Impetigo,1
Carbachol,"Glaucoma, Open-Angle",1
Pramipexole,Restless Legs Syndrome,1
Pramipexole,Parkinson Disease,1
Ampicillin,Acute otitis media,1
Ampicillin,Acute bacterial epiglottitis,1
Ampicillin,Escherichia coli septicemia,1
Ampicillin,Cholangitis,1
Ampicillin,"Pneumonia, Bacterial",1
Ampicillin,"Meningitis, Escherichia coli",1
Ampicillin,Acute exacerbation of chronic bronchitis,1
Ampicillin,Acute epiglottitis,1
Ampicillin,pharyngitis due to Haemophilus influenzae,1
Ampicillin,Septicemia due to enterococcus,1
Ampicillin,Streptococcal pneumonia,1
Ampicillin,Acute gonococcal cervicitis,1
Ampicillin,Gonorrhea of rectum,1
Ampicillin,Bacterial peritonitis,1
Ampicillin,Female genital tract infection,1
Ampicillin,Bacterial Endocarditis,1
Ampicillin,Staphylococcus aureus infection,1
Ampicillin,Infective otitis media,1
Ampicillin,Sepsis due to Staphylococcus aureus,1
Ampicillin,Salmonella sepsis,1
Ampicillin,Staphylococcal endocarditis,1
Ampicillin,Streptococcal endocarditis,1
Ampicillin,Bacterial sepsis,1
Ampicillin,Streptococcal sepsis,1
Ampicillin,Sinusitis,1
Ampicillin,Staphylococcal Pneumonia,1
Ampicillin,Infection of skin AND/OR subcutaneous tissue,1
Ampicillin,Acute gonococcal urethritis,1
Ampicillin,"Meningitis, Bacterial",1
Ampicillin,Dysentery,1
Ampicillin,Gonorrhea,1
Ampicillin,Acute gonococcal endometritis,1
Ampicillin,"Meningitis, Pneumococcal",1
Ampicillin,Shigella Infections,1
Ampicillin,Meningococcal meningitis,1
Ampicillin,Acute bacterial sinusitis,1
Ampicillin,URINARY TRACT INFECTION ENTEROCOCCUS,1
Ampicillin,Pharyngitis,1
Ampicillin,Urinary tract infection,1
Ampicillin,Proteus septicemia,1
Ampicillin,Pneumococcal pharyngitis,1
Ampicillin,Escherichia coli Infections,1
Ampicillin,Proteus urinary tract infection,1
Ampicillin,Streptococcal tonsillitis,1
Ampicillin,Genitourinary tract infection,1
Ampicillin,Intraabdominal Infections,1
Ampicillin,Pelvic Inflammatory Disease,1
Ampicillin,Enterobacteriaceae Infections,1
Ampicillin,Paratyphoid Fever,1
Ampicillin,Rhinoscleroma,1
Ampicillin,Haemophilus influenzae pneumonia,1
Phenoxymethylpenicillin,Pharyngitis,1
Phenoxymethylpenicillin,Staphylococcus aureus infection,1
Phenoxymethylpenicillin,Fusospirochetal pharyngitis,1
Phenoxymethylpenicillin,Acute otitis media,1
Phenoxymethylpenicillin,Erysipelas,1
Phenoxymethylpenicillin,Infective otitis media,1
Phenoxymethylpenicillin,Upper Respiratory Infections,1
Phenoxymethylpenicillin,Gingivostomatitis,1
Phenoxymethylpenicillin,Streptococcal tonsillitis,1
Phenoxymethylpenicillin,Scarlet Fever,1
Phenoxymethylpenicillin,Infection of skin AND/OR subcutaneous tissue,1
Secobarbital,Epilepsy,1
Secobarbital,Status Epilepticus,1
Secobarbital,Severe anxiety (panic),1
Secobarbital,Sleeplessness,1
Miglustat,Gaucher Disease,1
Miglustat,"Niemann-Pick Disease, Type C",1
Promazine,"Bipolar affective disorder, current episode manic",1
